college_name,fees,established_on,courses_offered,class_timings,cutoff_marks,facilities,location_lat,location_lon
"Allison, Morgan and Nguyen College",187910,2013,BBA,8 AM - 6 PM,78,"Gym, Labs, Hostels",17.166103191205416,72.72473284698188
Dixon Inc College,102632,1992,"M.Tech, B.Tech",9 AM - 3 PM,72,"Cafeteria, Library, Sports Complex, Labs, Hostels",30.75777106621589,70.00582672276433
"Perkins, Black and Henry College",248566,1993,"BBA, B.Sc",8 AM - 3 PM,72,"Sports Complex, Labs, Hostels, Library",28.855512519789865,91.71745779244503
Boyer Ltd College,273442,2017,"MBBS, MCA",9 AM - 6 PM,80,"Hostels, Labs, Cafeteria, Research Centers",27.642939786114948,71.64245883516072
Sanchez LLC College,158177,1975,"B.Sc, MBA, MBBS",8 AM - 3 PM,86,"Cafeteria, Gym",27.158651944256093,74.68273472760022
Marks-Oconnor College,200508,2008,"MCA, B.Sc, BBA",8 AM - 3 PM,64,"Research Centers, Library",10.161322885197318,73.80740691314693
"Smith, Wong and Sanchez College",184123,1979,B.Sc,8 AM - 6 PM,65,"Cafeteria, Gym, Sports Complex",8.954583980468168,85.29828969683203
"King, Reed and Ramsey College",57332,2000,"MBBS, M.Sc, MBA",10 AM - 6 PM,63,"Labs, Cafeteria, Library, Hostels",12.953530308757813,75.47292889431861
Gray PLC College,223806,1993,"M.Tech, BBA",8 AM - 6 PM,99,"Hostels, Cafeteria, Sports Complex",10.762892238852263,83.6841296500899
Brown-Davis College,133606,2012,"MBBS, MBA, Ph.D",9 AM - 6 PM,78,"Research Centers, Labs, Cafeteria, Sports Complex",16.976624866291143,72.51670508461322
"Gordon, Campbell and Fowler College",54212,2015,"BCA, B.Sc",10 AM - 4 PM,74,"Cafeteria, Sports Complex, Labs, Research Centers, Hostels",30.149589691674926,78.4443982596719
Dunn Group College,92232,1994,MBBS,10 AM - 4 PM,93,"Cafeteria, Labs, Research Centers",25.393912203195942,72.44922161034765
Montgomery Group College,56239,1990,MBA,8 AM - 5 PM,97,"Cafeteria, Hostels, Research Centers, Gym",23.421891697666346,80.77720272262407
Summers PLC College,195594,1974,"MCA, B.Sc",10 AM - 6 PM,61,"Sports Complex, Labs, Cafeteria",16.91639897603747,78.45936709519616
Shaw Inc College,50853,1967,BCA,9 AM - 6 PM,81,"Sports Complex, Labs, Library, Cafeteria, Hostels",10.851783649331495,93.83350921874529
English-Lowe College,70746,2007,"MBA, BCA, MBBS",9 AM - 6 PM,98,"Labs, Hostels, Library",13.37102877400325,71.93925920310387
Morrow-Barajas College,55458,1959,"MBA, M.Tech, MBBS",8 AM - 5 PM,60,"Sports Complex, Cafeteria, Research Centers, Library, Labs",32.633166518226375,94.67577648555064
"Williams, Thomas and Hernandez College",241972,2012,"BBA, MBBS",8 AM - 4 PM,100,"Cafeteria, Research Centers",26.20173746406769,79.85700565731224
"Bradshaw, Walsh and Patterson College",221310,1974,"M.Sc, M.Tech",9 AM - 3 PM,86,"Hostels, Gym",11.59428732874128,77.15563490649933
"Wise, Castro and Sullivan College",117807,1957,M.Tech,9 AM - 5 PM,98,"Cafeteria, Library",19.853831762649808,85.70613432698644
King-Wallace College,131166,1997,MCA,8 AM - 3 PM,72,"Cafeteria, Sports Complex",23.6042187924135,79.56213430143373
Anderson LLC College,89498,2018,B.Sc,10 AM - 5 PM,69,"Hostels, Library, Research Centers, Sports Complex",19.7998564633251,69.40647962440038
Woods-Morris College,89252,1967,"M.Tech, MCA",8 AM - 4 PM,95,"Sports Complex, Library, Gym",32.955504072537096,74.19812103873221
Middleton and Sons College,195332,1985,"MCA, BCA, Ph.D",8 AM - 5 PM,78,"Research Centers, Sports Complex, Labs",8.665491021600003,96.62298433075841
Taylor LLC College,217381,1966,"Ph.D, MBBS",8 AM - 5 PM,87,"Research Centers, Library, Sports Complex",13.352369906288102,77.62879419527279
Forbes-Berry College,205769,1992,"BBA, MBA, Ph.D",9 AM - 6 PM,76,"Gym, Research Centers",14.68082008240989,87.57475828828154
"Long, Chang and Miller College",164866,2002,B.Tech,8 AM - 5 PM,66,"Cafeteria, Library, Gym",26.303867266625904,87.39062683668035
Padilla-Davenport College,227595,2016,"BBA, Ph.D",8 AM - 3 PM,82,"Research Centers, Library, Sports Complex, Cafeteria",22.7422778462886,72.60979435833814
Garcia LLC College,243057,1959,B.Tech,9 AM - 6 PM,71,"Cafeteria, Labs, Research Centers",27.45581252119561,74.6395633126412
Weeks and Sons College,144190,1988,"MBBS, MCA",10 AM - 3 PM,80,"Gym, Sports Complex, Cafeteria, Labs",10.58087176168461,86.395082523009
"Allen, King and Flowers College",217635,1974,"MBA, BCA",8 AM - 5 PM,82,"Hostels, Research Centers",13.818261894019221,84.80037668805893
"Middleton, Love and Grimes College",209124,1968,"BBA, MBA, MBBS",8 AM - 6 PM,78,"Library, Hostels, Sports Complex",27.747162584333655,74.65264411863282
"Jones, Smith and Turner College",126546,1956,"MBA, M.Tech, MCA",10 AM - 3 PM,79,"Labs, Sports Complex",22.79564785640814,86.85723396169898
Smith-Hernandez College,281707,1961,Ph.D,9 AM - 6 PM,66,"Research Centers, Sports Complex, Hostels, Labs",15.144559513275912,92.94026300255769
Palmer and Sons College,199953,2019,"M.Tech, B.Tech",9 AM - 6 PM,71,"Library, Gym, Sports Complex, Labs",8.826234830598553,94.2145611760899
Horton-Crane College,298210,2005,Ph.D,10 AM - 5 PM,71,"Gym, Cafeteria, Library, Research Centers, Sports Complex",31.22652557184505,72.4407022347004
"Lee, Ross and Willis College",288864,1961,"BCA, B.Tech, BBA",9 AM - 6 PM,92,"Library, Hostels, Research Centers, Gym",18.53038282162427,81.58073747952167
"Holloway, Andrews and Martinez College",21452,1973,"MBA, MCA, M.Tech",9 AM - 6 PM,64,"Library, Hostels, Sports Complex, Cafeteria",21.48498447932718,85.01699745864954
"Scott, Underwood and Gamble College",272067,1992,"MBA, B.Tech",10 AM - 6 PM,74,"Gym, Cafeteria, Hostels, Library, Research Centers",31.45143460941473,82.33967567170455
Ramos-Burke College,84623,1962,BBA,8 AM - 3 PM,72,"Sports Complex, Hostels",34.50834683782234,83.6074875337452
Hester-White College,291964,1973,"B.Sc, MBBS, MCA",9 AM - 6 PM,81,"Labs, Gym",35.92880353931161,93.98395111600843
Martin LLC College,262830,1951,"BBA, MBBS, B.Sc",10 AM - 6 PM,71,"Library, Labs, Gym, Hostels",30.30395376738262,95.370458528899
"Ramirez, Duran and Horton College",129218,2010,MBA,8 AM - 5 PM,72,"Library, Research Centers, Gym, Sports Complex, Hostels",9.217735615709103,72.99856380629758
Martin PLC College,244898,2002,"MBA, B.Tech",9 AM - 5 PM,95,"Cafeteria, Gym, Sports Complex",32.79666404971178,87.84550957543887
Callahan-Young College,58733,1961,"BCA, B.Tech, B.Sc",9 AM - 3 PM,81,"Sports Complex, Research Centers, Labs, Cafeteria",17.74549532790626,74.75969685577364
Farrell Inc College,40225,1961,"B.Sc, Ph.D, M.Tech",10 AM - 5 PM,95,"Research Centers, Library",12.590359217587949,88.09725371218855
Ryan Ltd College,155595,1975,"MBA, BCA",10 AM - 4 PM,76,"Cafeteria, Gym, Library, Research Centers, Hostels",36.88071478870488,88.65252063869502
Smith Ltd College,49106,1972,"MBBS, B.Tech",9 AM - 5 PM,98,"Gym, Library",33.01423945328677,78.2825594154551
Stone PLC College,212542,2013,"B.Tech, M.Sc, MCA",8 AM - 4 PM,99,"Research Centers, Gym",32.4625904161382,91.66166228284976
Harrison-Blair College,281182,1986,"MCA, Ph.D",9 AM - 5 PM,87,"Library, Gym, Sports Complex",12.339775913886909,81.86266350423487
Farmer-Fisher College,68063,1992,"MBA, B.Tech, BBA",9 AM - 6 PM,91,"Research Centers, Hostels, Cafeteria, Library, Labs",12.400760239146315,88.68839558233078
"Lee, Jenkins and Lambert College",31198,2014,"BBA, M.Tech",10 AM - 4 PM,86,"Research Centers, Sports Complex, Hostels, Labs, Library",32.922762102979945,92.72651294182634
Lewis-Willis College,254417,1961,BCA,10 AM - 3 PM,92,"Hostels, Labs, Library",31.43005855662422,91.6727009366978
Saunders-Graham College,159412,1990,"MCA, BCA",9 AM - 4 PM,91,"Library, Research Centers",15.066563585135297,93.15700694292195
Simpson-Khan College,135744,1954,"Ph.D, B.Sc, M.Sc",10 AM - 6 PM,77,"Sports Complex, Gym",35.791463467582105,92.86048854633337
"Rivera, Williams and Fernandez College",244764,2020,"BBA, Ph.D, B.Tech",9 AM - 5 PM,63,"Library, Hostels, Cafeteria, Research Centers",17.402949473005656,80.70278561656043
Lowe-Scott College,147830,1998,"BCA, BBA",9 AM - 3 PM,85,"Sports Complex, Library",20.393451691198404,73.44757475326666
Williamson-Crawford College,248421,1954,"MBA, BCA",9 AM - 6 PM,93,"Gym, Labs",24.637688544706066,86.12310981293558
Walters-Crawford College,37171,2010,"Ph.D, MBBS, MBA",9 AM - 3 PM,92,"Labs, Cafeteria, Sports Complex, Hostels, Research Centers",20.40156429508633,89.30736313999611
Davis Ltd College,185078,1994,"M.Tech, MBA",8 AM - 3 PM,83,"Research Centers, Sports Complex",35.121049131625455,81.44805682316004
Jennings-Baker College,136265,1951,"Ph.D, M.Sc, MBBS",8 AM - 6 PM,84,"Hostels, Research Centers, Sports Complex",27.41825038522699,89.5640129557715
Mann LLC College,160537,1957,B.Tech,10 AM - 3 PM,86,"Labs, Gym, Research Centers",33.95779423642129,82.40610492960542
Moore-Freeman College,286738,1969,"Ph.D, B.Sc, BBA",9 AM - 5 PM,93,"Library, Cafeteria, Sports Complex, Gym, Hostels",27.051560929937583,72.84663794438406
"Garner, Rangel and Shaw College",55050,2007,"M.Sc, M.Tech",8 AM - 6 PM,68,"Labs, Library, Sports Complex, Cafeteria",32.82206911177518,73.34014966018867
"Weaver, Whitney and Peters College",76326,2009,"B.Tech, MBBS",10 AM - 3 PM,86,"Hostels, Library, Cafeteria",22.69448798356418,96.66942523705569
"Cox, Merritt and Jackson College",35901,1958,MBA,10 AM - 6 PM,94,"Sports Complex, Labs, Cafeteria, Research Centers, Gym",12.718561933716837,76.2743807248404
Gray Inc College,54484,2014,"BBA, BCA, M.Tech",8 AM - 6 PM,94,"Cafeteria, Research Centers, Labs, Hostels",9.103094867600113,76.65332784693136
Warren-Pope College,37823,2012,"B.Tech, M.Tech, BBA",8 AM - 4 PM,60,"Library, Cafeteria, Research Centers, Hostels, Labs",16.042875566739305,68.21390843495092
Gonzales-Bradford College,267775,2018,"MCA, MBBS, Ph.D",9 AM - 4 PM,64,"Hostels, Research Centers",23.709397556669487,76.1703140075254
Walter-Ortiz College,297696,1995,"MBBS, B.Tech, M.Sc",8 AM - 6 PM,73,"Sports Complex, Library, Research Centers, Hostels, Cafeteria",19.08115702144496,83.48192874739593
Collins Inc College,95447,1951,BBA,10 AM - 6 PM,74,"Labs, Cafeteria",29.769253390940648,70.41126322234017
"Decker, Jackson and Phillips College",169686,1976,"MBA, MCA",9 AM - 3 PM,90,"Research Centers, Library, Cafeteria, Hostels",31.949250031403782,92.34819519342079
"Jacobs, Ortega and Mccoy College",115219,1955,"MCA, M.Tech, BCA",9 AM - 5 PM,88,"Cafeteria, Sports Complex, Labs, Library, Gym",34.614803341125054,88.99810393852766
Baker LLC College,69104,1977,"B.Tech, BCA, MCA",9 AM - 3 PM,64,"Hostels, Library, Gym",16.621755153066463,72.4606831205253
Martin PLC College,203734,2011,"MCA, B.Sc, M.Sc",8 AM - 5 PM,69,"Cafeteria, Gym, Library, Labs, Research Centers",18.460411019673494,72.42267908702132
"Jones, Mitchell and Tyler College",96281,2015,MBA,10 AM - 4 PM,65,"Hostels, Gym, Library, Research Centers, Sports Complex",34.86772563896242,74.80600518211867
"Hogan, West and Hernandez College",92414,1972,"M.Tech, BBA",8 AM - 4 PM,83,"Cafeteria, Library, Hostels",19.700861689607656,80.68202786064765
Middleton LLC College,56888,1990,"M.Tech, MBA",9 AM - 3 PM,86,"Sports Complex, Hostels, Gym, Cafeteria, Research Centers",33.27007499309943,91.7704592452518
"Cole, Shaw and Cannon College",272855,1994,Ph.D,10 AM - 5 PM,83,"Research Centers, Labs, Library, Gym",34.722803203792424,85.36964372204883
Salinas Group College,75688,1971,MCA,10 AM - 3 PM,84,"Sports Complex, Cafeteria, Hostels, Library",13.640454587230664,86.50626393188234
"Kramer, Sandoval and Sandoval College",128854,1957,"MCA, B.Tech, B.Sc",10 AM - 4 PM,76,"Sports Complex, Hostels, Research Centers",18.348863277463366,73.8125036238892
Stuart Group College,104424,1952,Ph.D,8 AM - 4 PM,66,"Cafeteria, Sports Complex, Labs",32.644252131841654,76.56092154338766
Lane Inc College,167942,1958,"BBA, MCA",9 AM - 3 PM,99,"Hostels, Sports Complex, Gym, Research Centers",18.21531418810641,89.83088369439794
"Myers, Mitchell and Bowen College",202662,2007,"Ph.D, B.Sc",10 AM - 3 PM,71,"Gym, Hostels",12.75361230193648,72.53432503164106
"Edwards, George and Ramirez College",204709,1973,"B.Tech, BBA",9 AM - 4 PM,63,"Labs, Gym, Hostels, Research Centers, Sports Complex",27.065133255984616,95.19954069266302
West Group College,95786,2007,M.Tech,8 AM - 5 PM,90,"Sports Complex, Cafeteria, Labs, Hostels",24.45791456208483,75.37230113579879
Daniels-Williams College,64874,1985,BCA,10 AM - 4 PM,75,"Research Centers, Library, Labs, Gym, Sports Complex",30.360912363726754,74.6207810043554
Gardner LLC College,279459,2004,"BCA, B.Sc",8 AM - 6 PM,100,"Labs, Sports Complex, Cafeteria, Research Centers",30.329951122357468,82.52317681420845
"Welch, Anderson and Dawson College",153861,1988,Ph.D,9 AM - 4 PM,61,"Hostels, Gym, Labs",24.65926942935632,68.49882397039873
"Arnold, Olsen and Kemp College",161590,2020,"M.Tech, M.Sc",9 AM - 6 PM,90,"Hostels, Sports Complex, Library, Labs, Research Centers",10.682515660952657,85.33155819128356
George and Sons College,131688,1978,"M.Tech, MBA, MCA",8 AM - 6 PM,70,"Research Centers, Gym, Library",18.3662910009513,94.81583045170403
Oneill-Glover College,235748,2015,BCA,9 AM - 4 PM,65,"Gym, Research Centers",19.187160614731326,96.52340408820476
"Taylor, Hart and Archer College",134973,1985,"MBBS, M.Tech, BCA",10 AM - 6 PM,64,"Cafeteria, Library, Labs",32.37420502867742,95.06125328034524
Lambert and Sons College,223358,1985,"B.Sc, Ph.D",9 AM - 3 PM,78,"Library, Cafeteria, Labs, Gym, Hostels",22.17360544723103,83.32090785676607
Brown-Jones College,41067,1960,"MCA, B.Tech, M.Sc",9 AM - 3 PM,66,"Library, Labs, Sports Complex, Hostels",34.09726221715235,77.4876538374128
Espinoza-Mann College,289202,1989,"MCA, M.Tech, M.Sc",8 AM - 6 PM,71,"Library, Cafeteria, Gym",15.458845370499265,70.17778548254716
Jones and Sons College,41703,1998,"B.Tech, B.Sc, Ph.D",9 AM - 5 PM,70,"Library, Hostels, Gym, Sports Complex",31.058500499039923,85.2717035487083
Cooke Group College,173080,2008,"M.Sc, B.Sc",9 AM - 4 PM,88,"Library, Research Centers, Labs",15.579991472382417,90.90528292289451
Whitehead-Rowland College,291975,1972,"MCA, MBA",10 AM - 6 PM,99,"Cafeteria, Gym, Hostels",19.35488603721727,96.96790873425068
Bailey-Dillon College,171761,1952,MBA,8 AM - 5 PM,65,"Hostels, Labs, Research Centers, Gym",30.313992545133498,92.19763423973662
"Sweeney, Graham and Myers College",136689,1994,BBA,10 AM - 3 PM,79,"Hostels, Sports Complex, Labs, Library",19.703864885509887,70.49443769696732
"Campbell, Mason and Ryan College",93382,1970,"MCA, M.Sc, B.Tech",10 AM - 4 PM,99,"Hostels, Gym, Research Centers",24.554438601785353,88.59381019085453
Jenkins Group College,77830,2013,"M.Sc, Ph.D, MBA",8 AM - 6 PM,73,"Research Centers, Labs, Gym",28.504099910763085,73.01573200977514
Torres and Sons College,161222,1979,"M.Sc, MBBS, Ph.D",8 AM - 4 PM,80,"Hostels, Labs, Sports Complex, Cafeteria, Library",10.116093849314097,96.3259439486519
Kelly-Carlson College,145614,2014,"Ph.D, MBA, M.Sc",9 AM - 4 PM,96,"Library, Gym, Cafeteria",36.79438176235378,87.34530435838168
Vargas and Sons College,97053,2020,"M.Tech, B.Sc, Ph.D",8 AM - 5 PM,83,"Library, Sports Complex, Research Centers",22.27963548885515,69.14108895988181
Rojas-Houston College,289128,1978,BCA,10 AM - 3 PM,80,"Hostels, Library, Cafeteria, Sports Complex, Gym",14.807356466515396,91.95906024463878
"Anderson, Payne and Lewis College",206105,2004,"BBA, Ph.D, MCA",10 AM - 6 PM,91,"Sports Complex, Research Centers, Cafeteria, Gym",10.86676258616195,94.78122953607814
"Walsh, Garcia and Oneill College",111185,2018,MBBS,8 AM - 3 PM,90,"Research Centers, Cafeteria, Sports Complex",24.052572744715853,78.01985143494507
Wells-Larson College,76038,1982,"MBA, Ph.D, BCA",8 AM - 3 PM,94,"Cafeteria, Gym, Library, Labs, Research Centers",21.18933381239204,74.28965506219541
Chambers-Davis College,117730,2004,"MBA, B.Tech, MCA",8 AM - 5 PM,61,"Gym, Hostels, Sports Complex, Library",31.535721409927444,93.80098806848846
Wolf-Berry College,234131,2004,"M.Tech, MBA, B.Tech",9 AM - 5 PM,86,"Research Centers, Gym, Sports Complex",26.971624510389017,71.97095302141622
"Gill, Espinoza and Johnson College",234405,1959,"BCA, M.Tech",10 AM - 5 PM,61,"Research Centers, Cafeteria, Hostels, Labs",34.35235347969155,84.38028587983491
Jones and Sons College,214058,1964,"B.Sc, BBA",9 AM - 6 PM,75,"Gym, Library, Hostels, Research Centers",35.61802468340892,95.8519843758526
George-Dickerson College,95728,1952,"B.Tech, M.Tech, BCA",8 AM - 3 PM,79,"Research Centers, Library",22.681543793861344,90.82567487179034
Boyd-Barnett College,46129,1995,"M.Sc, BBA, BCA",8 AM - 3 PM,82,"Sports Complex, Labs, Research Centers, Hostels, Gym",11.290804721470732,74.82140599333935
Booker and Sons College,97171,1991,B.Sc,8 AM - 3 PM,90,"Research Centers, Labs, Hostels, Library",26.064922973727775,73.48367489575449
Jackson Group College,245988,1953,"M.Tech, B.Sc",10 AM - 3 PM,72,"Sports Complex, Cafeteria, Research Centers",18.63046803673858,84.95813806091473
"Simon, Willis and Turner College",271831,1971,"B.Sc, Ph.D",10 AM - 5 PM,94,"Research Centers, Sports Complex",19.772793395379004,78.84785515859852
Weaver-Smith College,137645,1974,"BBA, M.Sc, M.Tech",8 AM - 5 PM,98,"Labs, Gym, Cafeteria",13.94746205782845,71.54236574319478
Mcgee Inc College,35679,1970,"M.Tech, B.Tech",8 AM - 4 PM,76,"Cafeteria, Hostels, Gym, Library",32.05590548540938,88.86713467784614
"Calderon, Lopez and Cannon College",151198,2012,MBA,10 AM - 4 PM,87,"Sports Complex, Library",11.880909740378728,69.37234513555659
Berry-Doyle College,20921,1954,Ph.D,10 AM - 6 PM,79,"Research Centers, Gym",17.590858708735333,71.97312502586979
Thomas and Sons College,247045,1964,Ph.D,10 AM - 4 PM,86,"Cafeteria, Library, Gym, Labs",13.56549396540139,76.58083959456701
Rich-Levy College,53733,1991,"B.Sc, M.Sc, B.Tech",10 AM - 6 PM,86,"Sports Complex, Hostels",16.177766757305697,75.89408215008253
"Brown, Pittman and Baxter College",236494,2000,"BBA, MBBS, Ph.D",10 AM - 5 PM,78,"Research Centers, Library, Gym, Labs, Cafeteria",11.631792844960732,95.55459575495306
Bailey-Campbell College,252054,1953,Ph.D,8 AM - 4 PM,98,"Cafeteria, Gym, Labs, Sports Complex, Research Centers",21.312725082262368,85.88546988096795
"Alvarez, Conrad and Campos College",287669,1965,"B.Sc, MBA, MCA",8 AM - 6 PM,72,"Hostels, Gym, Library, Sports Complex, Research Centers",8.803750946477997,96.31117003792849
Moore-Burns College,283407,1976,"MBBS, B.Sc, BCA",8 AM - 6 PM,77,"Cafeteria, Hostels, Gym",26.944112125295263,80.20875714023114
"Ramsey, Vincent and Gregory College",228403,2016,BBA,10 AM - 3 PM,71,"Research Centers, Cafeteria, Hostels",8.471141679825218,86.85552940106697
"Lee, Griffin and Ortega College",132641,1999,"MCA, M.Tech",10 AM - 3 PM,64,"Sports Complex, Library, Cafeteria, Gym, Research Centers",17.189312562739183,72.39123096115259
Greer LLC College,167206,1963,B.Sc,10 AM - 4 PM,73,"Labs, Gym",19.18594200945551,95.23141434627846
"Brock, Harper and Camacho College",240114,1986,MBA,9 AM - 5 PM,88,"Sports Complex, Hostels",13.633906518929104,83.50019877434852
Le-Tran College,139075,2018,"MBA, MBBS, B.Sc",8 AM - 6 PM,97,"Research Centers, Library, Hostels, Cafeteria, Labs",19.231177672515138,95.08166865270947
Cunningham Group College,271411,1992,"B.Sc, MBBS",8 AM - 6 PM,76,"Sports Complex, Gym, Research Centers, Labs, Cafeteria",16.330433760096206,86.95992577248725
Robinson Group College,54272,1967,MBBS,9 AM - 5 PM,97,"Cafeteria, Hostels, Research Centers, Labs",35.086383623626254,96.94690078882144
Potter-Gonzalez College,212238,1977,"MBA, BCA",10 AM - 5 PM,89,"Library, Labs, Sports Complex, Hostels",32.16822317687273,68.71421215042331
Harrison-Cooper College,144097,1971,"MBA, B.Tech",9 AM - 6 PM,97,"Research Centers, Library, Sports Complex, Labs",23.991409813820127,93.85817801644895
"Noble, Williams and Reid College",104005,1988,"M.Tech, BBA, B.Sc",10 AM - 5 PM,73,"Gym, Sports Complex, Labs, Research Centers",19.429379533598528,95.56854109135138
"Williams, Mcguire and Barrett College",115163,1950,"B.Sc, M.Sc",9 AM - 6 PM,92,"Sports Complex, Gym, Labs, Cafeteria, Research Centers",27.288590757003377,81.9805985774316
Hoover PLC College,61657,1972,"MBA, B.Sc, MCA",10 AM - 6 PM,62,"Library, Sports Complex",33.055302399754595,75.8865394104802
Hampton-Joseph College,85302,1990,"MBBS, Ph.D",8 AM - 5 PM,93,"Labs, Library, Gym, Hostels",14.066372582554385,81.87295308898702
Clark PLC College,222477,2018,"MBBS, Ph.D, BCA",10 AM - 3 PM,94,"Research Centers, Cafeteria, Sports Complex, Gym, Labs",12.167118671791687,77.0333780775999
Nunez-Singh College,156110,1950,"M.Sc, Ph.D",10 AM - 4 PM,70,"Sports Complex, Cafeteria",10.304764963767553,83.68427177563758
"Fields, Davis and Swanson College",258365,2011,"B.Tech, M.Sc",8 AM - 4 PM,73,"Labs, Research Centers, Sports Complex, Hostels",22.04885643352982,76.97430693286742
Allen Group College,98025,1951,B.Sc,8 AM - 3 PM,81,"Sports Complex, Cafeteria, Research Centers, Labs, Gym",22.51338524365576,94.87789074145543
Swanson PLC College,143502,1959,"MBA, BBA",9 AM - 5 PM,66,"Library, Research Centers, Labs",35.76867625644907,80.8741823252373
Gaines LLC College,76230,1959,MBA,10 AM - 3 PM,96,"Library, Hostels, Gym, Sports Complex, Research Centers",20.62970460082525,70.58267378602135
Davis Group College,57429,1965,BBA,10 AM - 3 PM,75,"Sports Complex, Library, Cafeteria, Research Centers, Hostels",25.83203007197345,82.8994759794608
Williams Inc College,148114,2015,B.Sc,10 AM - 4 PM,99,"Research Centers, Cafeteria, Gym, Hostels, Library",24.689262274054624,89.75522577886093
"White, Carey and James College",236366,1950,"BBA, MBA",9 AM - 5 PM,98,"Sports Complex, Hostels, Cafeteria",30.06628716417948,92.37873408525003
Dunn-Anthony College,65426,1951,"MBBS, B.Sc",9 AM - 3 PM,67,"Research Centers, Library, Hostels, Labs",31.922217391623647,83.79760915204542
Henderson and Sons College,226692,2009,Ph.D,9 AM - 5 PM,80,"Library, Research Centers, Labs, Sports Complex, Hostels",23.55189767917296,95.85518302246416
Schroeder-Evans College,240147,1973,"M.Sc, MBBS, MBA",10 AM - 4 PM,81,"Hostels, Sports Complex",20.338284834296942,87.1034429942209
Lee-Evans College,85276,1972,"BCA, B.Sc, B.Tech",9 AM - 3 PM,74,"Cafeteria, Gym",17.153895657196795,91.81530734915363
Thompson LLC College,56480,1950,Ph.D,9 AM - 6 PM,96,"Hostels, Cafeteria, Research Centers, Sports Complex",20.676031714985587,96.71758115400067
Hernandez Inc College,181205,1983,"BCA, M.Tech, B.Sc",10 AM - 5 PM,73,"Gym, Hostels, Sports Complex, Labs",10.202813034842535,96.53895242178963
"Rivera, Collins and Austin College",113479,1992,"BCA, M.Tech",8 AM - 6 PM,78,"Hostels, Cafeteria, Research Centers",14.593647355721057,84.68642332425921
"Grant, Doyle and Olson College",149850,1986,"B.Tech, B.Sc",9 AM - 5 PM,90,"Hostels, Research Centers, Sports Complex, Labs, Library",33.35660084794007,75.90056272833058
"Baker, Robinson and Baker College",111343,1996,MBA,9 AM - 5 PM,71,"Sports Complex, Gym, Library, Cafeteria",18.642288005204215,77.91253798792494
Wallace LLC College,278487,2009,"B.Sc, M.Tech, M.Sc",10 AM - 6 PM,74,"Cafeteria, Library, Labs, Sports Complex",28.384372780561222,87.5566127584164
Jackson PLC College,49097,1992,MBA,10 AM - 6 PM,64,"Gym, Sports Complex, Labs, Cafeteria, Research Centers",13.71412167462181,76.20191261948378
"Christensen, Ellis and Cochran College",107773,1981,"B.Sc, Ph.D, BBA",8 AM - 4 PM,68,"Sports Complex, Cafeteria",26.04071063426494,78.50911598685033
"Griffin, Blackwell and Ramirez College",296825,1985,MCA,9 AM - 6 PM,97,"Labs, Library, Hostels, Research Centers",36.73079587033659,86.75740784054268
Shepard-Anderson College,25223,1971,MBA,9 AM - 5 PM,80,"Gym, Sports Complex, Library, Research Centers, Cafeteria",13.92201353567954,88.80650382807382
Lewis Ltd College,209105,1969,"B.Sc, B.Tech",9 AM - 3 PM,87,"Library, Gym, Research Centers, Labs, Cafeteria",13.643045932028413,91.84308380052562
"Brown, Miller and Schmidt College",276317,1974,"M.Tech, MBBS, MCA",10 AM - 5 PM,70,"Labs, Hostels, Gym, Sports Complex",36.418763493674355,70.351828740293
Hogan Group College,124699,1987,"Ph.D, M.Tech",8 AM - 3 PM,83,"Gym, Labs",15.184861532584552,80.95974304044826
Lowe Inc College,107353,2007,M.Tech,8 AM - 3 PM,70,"Library, Research Centers, Gym, Cafeteria",10.582174354841545,96.68359845352785
"Cole, Davis and Hanson College",258087,1970,B.Tech,8 AM - 5 PM,91,"Hostels, Sports Complex, Cafeteria, Gym, Library",26.907911434641957,90.54877910400239
Jackson LLC College,37276,2004,M.Sc,9 AM - 6 PM,66,"Labs, Sports Complex, Hostels, Cafeteria, Library",31.603854322223164,73.33604152760553
Mcdonald-Parks College,225858,1992,MCA,10 AM - 4 PM,98,"Library, Research Centers, Labs, Gym",18.630784170400236,94.29424953644308
"Rivera, Walker and Roberts College",140676,2007,B.Sc,9 AM - 6 PM,89,"Sports Complex, Labs, Gym, Hostels, Research Centers",32.30300839514328,91.90357598364633
"James, Hurley and Kelly College",237225,1979,Ph.D,9 AM - 6 PM,90,"Library, Labs, Sports Complex, Gym",13.202125690368632,81.8731441391511
Davenport-Leon College,164131,1960,"B.Tech, MBBS, M.Sc",8 AM - 6 PM,89,"Hostels, Cafeteria, Gym, Library",11.134727526054593,88.38753222209922
"Livingston, Phillips and Harmon College",223389,1980,"MCA, M.Sc",9 AM - 3 PM,70,"Cafeteria, Labs, Research Centers",15.349981692729596,80.29729451878647
"Mitchell, Lopez and Reid College",219439,1992,"BBA, B.Tech, MBA",10 AM - 3 PM,81,"Research Centers, Labs, Sports Complex",34.90525966852769,81.8952832257006
Brown Ltd College,226830,1988,"B.Sc, MCA",10 AM - 6 PM,81,"Gym, Research Centers, Cafeteria, Library",23.197697013596848,94.39237406395824
Cervantes-Bray College,194185,1989,"Ph.D, M.Tech",8 AM - 3 PM,66,"Cafeteria, Gym, Library, Labs",32.907033159210634,76.85094554453654
"Morrison, Gordon and Dominguez College",100367,2010,"M.Tech, MBA, Ph.D",10 AM - 6 PM,75,"Library, Research Centers, Hostels, Labs, Gym",15.66813564393349,84.65380741858925
